IDADE;SEXO;RENDA;REST_MOB;VINC;CURSO;SEM;PROAE;CURSO_MD;ORG_UND;FREQ_20172;ORIGEM1;DESTINO1;FREQ1;MOTIVO1;DESLOC2;ORIGEM2;DESTINO2;FREQ2;MOTIVO2;DESLOC3;ORIGEM3;DESTINO3;FREQ3;MOTIVO3;S_PONT;S_FREQ;S_ACES;S_CONF;S_ESPR;S_INFO;S_TRAT;S_TRAN;S_VIOL;S_SATS;I_PONT;I_FREQ;I_ACES;I_CONF;I_ESPR;I_INFO;I_TRAT;I_TRAN;I_VIOL
22;M;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;6º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
19;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia de Minas;3º;N;;;1-4 Semestre;Instituto de Matemática;Escola Politécnica;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;DP;DP;DC;DP;DP;DP;DC;DC;DC;DP;MT IMP;MT IMP;MT IMP;IMP;PC IMP;IMP;IMP;IMP;IMP
25;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Língua Estrangeira - Inglês/Espanhol (Lic.);4º;N;;;1-4 Mês;Pavilhão  de  Aulas  da  Federação  III;Faculdade de Educação;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DP;DP;CP;CP;CP;DP;CP;CP;CP;CP;MT IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;MT IMP;MT IMP;MT IMP
26;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Comunicação - Produção em Comunicação e Cultura;5º;N;;;1-4 Semana;Faculdade de Comunicação;Faculdade de Ciências Econômicas;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DP;CP;DC;DP;DC;CP;CP;DP;CP;MT IMP;MT IMP;MT IMP;IMP;PC IMP;MT IMP;IMP;MT IMP;MT IMP
21;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;7º;N;;;1-4 Semana;Pavilhão de Aulas da Federação I;Escola Politécnica;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DP;CC;CC;CC;CP;CC;CC;CC;CC;MT IMP;MT IMP;IMP;ND IMP;PC IMP;IMP;PC IMP;IMP;PC IMP
23;M;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;11º;N;;;1-4 Semestre;Restaurante Universitário (Campus Ondina);Escola Politécnica;1-4 Semestre;Aula no local de destino;Sim;Escola Politécnica;Restaurante Universitário (Campus Ondina);1-4 Semestre;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Escola Politécnica;Reitoria;1-4 Semestre;Outro;CP;CP;DP;CP;CP;DP;CC;CP;DC;CP;MT IMP;MT IMP;IMP;PC IMP;PC IMP;MT IMP;ND IMP;IMP;MT IMP
22;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;4º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;M;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Contábeis;4º;N;;;1-4 Semestre;Escola de Administração;Instituto de Matemática;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;DC;DP;CC;DP;DP;DC;MT IMP;MT IMP;MT IMP;IMP;PC IMP;MT IMP;ND IMP;MT IMP;MT IMP
29;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito - Noturno;2º;N;;;5-9 Semana;Faculdade de Direito;Faculdade de Ciências Econômicas;5-9 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DP;CP;DC;CP;DP;CC;CC;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
26;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia de Agrimensura e Cartográfica;11º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
20;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;6º;N;;;1-4 Semana;Restaurante Universitário (Campus Ondina);Escola Politécnica;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DP;DC;DP;CP;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
27;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia de Minas;8º;S;;;10-M Semana;Escola Politécnica;Instituto Feminino;10-M Semana;Aula no local de destino;Sim;Escola Politécnica;Pavilhão  de  Aulas  da  Federação  V;1-4 Semana;Outro;Não;;;;;DC;DC;DP;DC;DC;DC;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP
25;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia de Produção;3º;S;;;1-4 Semana;Escola Politécnica;Escola de Administração;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DC;DC;DC;DC;DP;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
29;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;3º;S;;;10-M Semana;Residência Universitária I;Inst. de Humanidades Artes e Ciências;5-9 Semana;Aula no local de destino;Sim;Residência Universitária I;Pró-Reitoria de Ações Afirmativas e Assistência Estudantil;1-4 Mês;Outro;Sim;Inst. de Humanidades Artes e Ciências;Residência Universitária I;5-9 Semana;Retorno à Residência Universitária;DC;DC;CP;DC;DP;DC;DC;DC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;M;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;3º;N;;;1-4 Mês;Pavilhão de Aulas da Federação I;Faculdade de Arquitetura;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;CP;DC;DC;DP;DC;DC;CP;CP;DP;DP;MT IMP;MT IMP;MT IMP;PC IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
30;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Língua Estrangeira Moderna ou Clássica (Lic. e Bach.);2º;N;;;1-4 Semestre;Instituto de Letras;Restaurante Universitário (Campus São Lázaro);1-4 Semestre;Refeição em Restaurante Universitário;Não;;;;;;;;;;DP;DP;CP;DP;DP;CP;CP;CP;DP;DP;IMP;MT IMP;MT IMP;IMP;PC IMP;IMP;MT IMP;MT IMP;MT IMP
19;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Contábeis;4º;N;;;1-4 Semana;Pavilhão  de  Aulas  da  Federação  III;Faculdade de Ciências Contábeis;1-4 Semana;Aula no local de destino;Sim;Faculdade de Ciências Contábeis;Pavilhão de Aulas da Federação I;1-4 Mês;Aula no local de destino;Não;;;;;DC;DP;CP;DP;DP;CP;CP;CP;CC;DP;MT IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;IMP;MT IMP;MT IMP
22;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes;5º;S;;;1-4 Semana;Residência Universitária V;Escola de Administração;5-9 Semana;Outro;Sim;Restaurante Universitário (Campus Ondina);Residência Universitária I;5-9 Semana;Outro;Não;;;;;DP;DC;DP;DP;DP;DP;CP;CP;DC;DP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
26;F;1-3 SM;Pessoa com restrição de mobilidade temporária;Grad;Engenharia Sanitária e Ambiental;4º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
45;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;5º;N;;;1-4 Semestre;Restaurante Universitário (Campus São Lázaro);Escola Politécnica;1-4 Semestre;Refeição em Restaurante Universitário;Não;;;;;;;;;;CP;DP;DP;CP;DP;DP;CP;CP;CP;CP;MT IMP;MT IMP;IMP;PC IMP;PC IMP;IMP;PC IMP;IMP;IMP
47;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Outro;;;;;Centro de Recursos Humanos - CRH;5-9 Semana;Creche UFBA;Faculdade de Filosofia Ciências Humanas;5-9 Semana;Outro;Sim;Faculdade de Filosofia Ciências Humanas;Escola Politécnica;5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;DC;DC;DP;DC;DC;DC;DP;DP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;3º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;PC IMP;IMP;ND IMP;IMP;IMP;PC IMP;ND IMP;PC IMP;MT IMP
22;M;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Administração;5º;N;;;1-4 Semana;Escola de Administração;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CC;DC;CP;DC;DC;CC;CP;DP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP
19;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;3º;S;;;10-M Semana;Reitoria;Escola Politécnica;5-9 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DP;DC;CP;CP;DP;DC;DP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
37;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Língua Estrangeira Moderna ou Clássica (Lic. e Bach.);8º;N;;;1-4 Semana;Pavilhão de Aulas do Canela;Instituto de Letras;1-4 Semana;Aula no local de destino;Sim;Pavilhão de Aulas do Canela;Restaurante Universitário (Campus São Lázaro);1-4 Semana;Refeição em Restaurante Universitário;Não;;;;;DP;DC;CP;DC;DC;DC;DC;DC;DC;DP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
35;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Língua Estrangeira Moderna ou Clássica (Lic. e Bach.);6º;S;;;1-4 Semana;Faculdade de Educação;Instituto de Letras;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CC;DC;CC;CP;DP;DC;CC;CP;DC;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;6º;N;;;1-4 Semana;Pavilhão de Aulas da Federação I;Residência Universitária I;1-4 Semana;Outro;Sim;Escola Politécnica;Residência Universitária I;1-4 Mês;Outro;Não;;;;;DP;DP;CP;DP;DC;DC;CP;CP;DP;CP;IMP;MT IMP;PC IMP;PC IMP;IMP;IMP;PC IMP;IMP;IMP
24;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;8º;N;;;5-9 Semana;Pavilhão de Aulas da Federação I;Escola Politécnica;5-9 Semana;Aula no local de destino;Sim;Escola Politécnica;Pavilhão de Aulas da Federação I;5-9 Semana;Outro;Não;;;;;DP;DC;DP;DC;CP;CP;DP;DC;DC;DP;IMP;MT IMP;MT IMP;IMP;PC IMP;IMP;MT IMP;MT IMP;MT IMP
59;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Língua Estrangeira Moderna ou Clássica (Lic. e Bach.);12º;N;;;1-4 Semana;Instituto de Letras;Faculdade de Educação;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DC;CC;CP;CP;CP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
28;M;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;7º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;MT IMP;MT IMP;MT IMP
31;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito - Noturno;8º;S;;;5-9 Semana;Restaurante Universitário (Campus Ondina);Faculdade de Direito;5-9 Semana;Aula no local de destino;Sim;Faculdade de Direito;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;CP;DP;CP;DC;DC;DC;CC;CP;DP;DP;IMP;IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
23;F;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Biológicas (Lic. e Bach.);1º;N;;;1-4 Semana;Instituto de Ciências da Saúde;Instituto de Biologia;1-4 Semana;Atividade de Pesquisa/Extensão no local de destino;Não;;;;;;;;;;DP;DP;CP;DP;CC;CP;CP;CP;DP;CP;MT IMP;IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
23;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;8º;N;;;10-M Semana;Pavilhão de Aulas da Federação I;Escola Politécnica;10-M Semana;Aula no local de destino;Sim;Escola Politécnica;Escola de Administração;5-9 Semana;Aula no local de destino;Não;;;;;DC;DC;CP;DC;DC;CP;CP;DC;DC;DC;MT IMP;MT IMP;IMP;PC IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
20;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Saúde - Noturno;3º;N;;;10-M Semana;Outros Locais (Não UFBA);Outros Locais (UFBA);10-M Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;CP;CP;DP;DP;CP;CP;CP;CP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
18;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Gastronomia;3º;N;;;1-4 Semana;Outros Locais (Não UFBA);Instituto de Letras;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DP;CP;CC;CP;DP;CP;CP;DP;CP;MT IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;IMP;MT IMP;MT IMP
25;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito;6º;N;;;10-M Semana;Faculdade de Direito;Pavilhão de Aulas da Federação I;5-9 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;DC;DP;DC;DC;CC;CC;DC;DP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
29;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Língua Estrangeira Moderna ou Clássica (Lic. e Bach.);8º;N;;;1-4 Semestre;Instituto de Letras;Escola de Belas Artes;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;CP;CP;CP;DC;CP;CP;CP;CP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
51;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito;6º;N;;;10-M Semana;Faculdade de Direito;Restaurante Universitário (Campus São Lázaro);10-M Semana;Refeição em Restaurante Universitário;Sim;Creche UFBA;Outros Locais (UFBA);10-M Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Restaurante Universitário (Campus São Lázaro);Faculdade de Direito;10-M Semana;Aula no local de destino;DP;DC;DP;DC;DP;DP;CP;CP;DP;DP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
22;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;6º;N;;;1-4 Semestre;Restaurante Universitário (Campus Ondina);Escola Politécnica;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;CP;CP;CC;DP;CP;DP;CP;DP;DP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
21;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Elétrica;7º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
31;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);6º;N;;;1-4 Semestre;Instituto de Letras;Faculdade de Educação;1-4 Mês;Outro;Não;;;;;;;;;;CP;DP;DP;DC;DC;DP;DP;CP;DC;CP;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
17;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Sanitária e Ambiental;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Psicologia - Formação de Psicólogo;1º;N;;;1-4 Semana;Reitoria;Faculdade de Filosofia Ciências Humanas;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;CP;CC;CP;DP;DP;CP;CC;CP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Enfermagem;3º;N;;;1-4 Semana;Escola de Enfermagem;Instituto de Biologia;1-4 Semana;Refeição em Restaurante Universitário;Sim;Escola de Enfermagem;Pavilhão de Aulas de São Lázaro;1-4 Semana;Refeição em Restaurante Universitário;Não;;;;;DC;DC;CP;DP;DP;CP;CC;CP;CP;DC;MT IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
44;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);7º;N;;;1-4 Semana;Instituto de Letras;Faculdade de Educação;1-4 Semana;Aula no local de destino;Sim;Instituto de Letras;Instituto de Letras;1-4 Semana;Aula no local de destino;Sim;Escola de Administração;Centro de Estudos Afro-Orientais - CEAO;1-4 Mês;Utilização da biblioteca;CP;DP;CP;DC;DC;DC;CP;CP;DC;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;IMP;IMP;PC IMP;PC IMP;MT IMP;PC IMP;MT IMP;MT IMP
28;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Mest;;;;Administração;;5-9 Semana;Escola de Administração;Restaurante Universitário (Campus Ondina);1-4 Semana;Refeição em Restaurante Universitário;Não;;;;;;;;;;DC;DC;DP;DC;DC;DC;DC;DC;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Sanitária e Ambiental;5º;N;;;1-4 Semestre;Pavilhão de Aulas da Federação I;Escola Politécnica;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;CP;CP;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;5º;N;;;1-4 Semana;Escola de Administração;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CC;DC;CC;DC;CP;CC;CC;CC;DC;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
32;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Faculdade de Educação;1-4 Mês;Faculdade de Educação;Pró-Reitoria de Desenvolvimento de Pessoas (PRODEP);1-4 Mês;Outro;Sim;Faculdade de Educação;Outros Locais (Não UFBA);1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;DP;DP;DC;DC;DC;CP;DP;DC;DP;DC;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Sistemas de Informação - Bacharelado;1º;N;;;1-4 Mês;Pavilhão de Aulas da Federação I;Instituto de Ciências da Saúde;1-4 Mês;Evento/Treinamento no local de destino;Não;;;;;;;;;;DP;DP;CP;DC;DC;CP;CP;CP;DC;DC;MT IMP;MT IMP;IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;MT IMP
23;F;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Comunicação - Jornalismo;6º;N;;;1-4 Semana;Reitoria;Faculdade de Comunicação;1-4 Semana;Aula no local de destino;Sim;Faculdade de Comunicação;Reitoria;1-4 Semana;Outro;Não;;;;;DC;DP;CP;DC;DC;DC;DP;DP;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
22;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;8º;N;;;1-4 Semana;Pavilhão  de  Aulas  da  Federação  III;Escola Politécnica;1-4 Semana;Aula no local de destino;Sim;Escola Politécnica;Escola de Administração;1-4 Semana;Aula no local de destino;Não;;;;;DP;DC;DC;DC;DC;DP;DC;DC;DC;DC;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
22;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;7º;S;;;5-9 Semana;Faculdade de Arquitetura;Pavilhão de Aulas da Federação I;1-4 Semana;Atividade de Pesquisa/Extensão no local de destino;Sim;Faculdade de Arquitetura;Instituto Feminino;1-4 Mês;Outro;Não;;;;;DC;DC;CP;DP;DC;CP;DC;CP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;4º;N;;;10-M Semana;Residência Universitária III;Pavilhão de Aulas da Federação I;5-9 Semana;Aula no local de destino;Sim;Residência Universitária III;Escola Politécnica;1-4 Semana;Aula no local de destino;Não;;;;;CP;DC;CC;DP;DC;CC;CC;CP;CC;CP;MT IMP;MT IMP;IMP;PC IMP;PC IMP;MT IMP;IMP;IMP;MT IMP
25;M;9-12 SM;PcD Física;Grad;Engenharia de Controle e Automação de Processo;12º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
26;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;8º;N;;;1-4 Semestre;Escola Politécnica;Reitoria;1-4 Semestre;Outro;Não;;;;;;;;;;DP;CP;CP;DC;DC;DC;DP;DC;CP;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
18;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;1º;N;;;1-4 Semestre;Escola Politécnica;Instituto de Matemática;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;CP;CP;CP;CP;DP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
21;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;6º;N;;;1-4 Semana;Escola Politécnica;Escola de Administração;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;DP;CP;DP;DC;DP;DP;CP;DP;CP;MT IMP;IMP;MT IMP;IMP;PC IMP;MT IMP;PC IMP;IMP;MT IMP
18;M;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Comunicação - Jornalismo;1º;N;;;1-4 Semestre;Faculdade de Comunicação;Outros Locais (UFBA);1-4 Semestre;Refeição em Restaurante Universitário;Não;;;;;;;;;;CP;CP;CP;DP;CP;DP;CP;CP;DC;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
26;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Farmácia - Noturno;3º;S;;;10-M Semana;Residência Universitária I;Faculdade de Farmácia;5-9 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DP;DC;DP;DC;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
18;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);2º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP
33;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Gastronomia;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;IMP
17;F;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Comunicação - Jornalismo;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;IMP;IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
29;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;3º;S;;;1-4 Semestre;Instituto de Matemática;Escola Politécnica;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;DP;DC;CC;CP;CP;DP;CP;CP;DC;CP;MT IMP;MT IMP;MT IMP;PC IMP;PC IMP;MT IMP;MT IMP;MT IMP;MT IMP
31;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia da Computação;11º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
23;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Elétrica;3º;N;;;1-4 Semana;Pavilhão de Aulas da Federação I;Escola Politécnica;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;CC;DC;CP;DC;DP;DP;CP;DC;MT IMP;MT IMP;PC IMP;IMP;ND IMP;IMP;PC IMP;PC IMP;IMP
26;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Mecânica;5º;N;;;1-4 Semana;Escola Politécnica;Outros Locais (Não UFBA);1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DP;CC;CP;CP;CP;DP;DP;CP;CP;MT IMP;MT IMP;IMP;IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
